Date,Open,High,Low,Close,Adj Close,Volume
2023-08-04 00:00:00+00:00,229.86000061035156,232.97999572753906,227.02999877929688,229.0,229.0,1413200
2023-08-07 00:00:00+00:00,230.50999450683594,233.6999969482422,230.08999633789062,232.44000244140625,232.44000244140625,1183800
2023-08-08 00:00:00+00:00,229.8000030517578,230.83999633789062,227.94000244140625,228.92999267578125,228.92999267578125,1466200
2023-08-09 00:00:00+00:00,228.1699981689453,228.97999572753906,222.22000122070312,225.3000030517578,225.3000030517578,1348600
2023-08-10 00:00:00+00:00,228.1300048828125,229.74000549316406,224.27999877929688,225.61000061035156,225.61000061035156,858100
2023-08-11 00:00:00+00:00,223.39999389648438,226.75999450683594,222.85000610351562,226.07000732421875,226.07000732421875,949400
2023-08-14 00:00:00+00:00,224.9600067138672,228.3800048828125,223.9499969482422,227.89999389648438,227.89999389648438,1053800
2023-08-15 00:00:00+00:00,227.9600067138672,228.3699951171875,224.77000427246094,226.16000366210938,226.16000366210938,1171500
2023-08-16 00:00:00+00:00,226.50999450683594,227.55999755859375,223.08999633789062,223.24000549316406,223.24000549316406,1134700
2023-08-17 00:00:00+00:00,224.25,225.47000122070312,219.82000732421875,220.30999755859375,220.30999755859375,1169700
2023-08-18 00:00:00+00:00,217.77000427246094,221.3699951171875,217.77000427246094,220.5500030517578,220.5500030517578,1080600
2023-08-21 00:00:00+00:00,222.42999267578125,226.25999450683594,221.6699981689453,225.0,225.0,1341900
2023-08-22 00:00:00+00:00,226.89999389648438,227.9600067138672,224.75,225.50999450683594,225.50999450683594,1003800
2023-08-23 00:00:00+00:00,227.27999877929688,234.30999755859375,226.49000549316406,233.5800018310547,233.5800018310547,1936600
2023-08-24 00:00:00+00:00,236.97999572753906,237.91000366210938,227.6199951171875,228.0399932861328,228.0399932861328,1489900
2023-08-25 00:00:00+00:00,228.0,233.11000061035156,228.0,232.50999450683594,232.50999450683594,1293800
2023-08-28 00:00:00+00:00,233.97000122070312,234.50999450683594,231.94000244140625,233.5500030517578,233.5500030517578,601400
2023-08-29 00:00:00+00:00,232.4600067138672,238.25999450683594,230.86000061035156,237.7899932861328,237.7899932861328,1242300
2023-08-30 00:00:00+00:00,238.33999633789062,240.4499969482422,237.94000244140625,239.8800048828125,239.8800048828125,1015500
2023-08-31 00:00:00+00:00,239.8800048828125,242.74000549316406,239.4199981689453,240.44000244140625,240.44000244140625,1453100
2023-09-01 00:00:00+00:00,242.2100067138672,243.8300018310547,239.66000366210938,243.55999755859375,243.55999755859375,1004700
2023-09-05 00:00:00+00:00,243.44000244140625,247.1199951171875,240.3699951171875,245.50999450683594,245.50999450683594,1302600
2023-09-06 00:00:00+00:00,244.47000122070312,247.5,244.47000122070312,246.6999969482422,246.6999969482422,1251300
2023-09-07 00:00:00+00:00,246.0399932861328,246.47000122070312,235.8300018310547,241.4600067138672,241.4600067138672,1555500
2023-09-08 00:00:00+00:00,241.4199981689453,243.52999877929688,236.55999755859375,237.99000549316406,237.99000549316406,1234000
2023-09-11 00:00:00+00:00,238.77999877929688,243.8300018310547,238.77999877929688,243.24000549316406,243.24000549316406,1146900
2023-09-12 00:00:00+00:00,241.89999389648438,242.0500030517578,236.33999633789062,236.4600067138672,236.4600067138672,986400
2023-09-13 00:00:00+00:00,236.4600067138672,243.02999877929688,236.4600067138672,241.1300048828125,241.1300048828125,1164700
2023-09-14 00:00:00+00:00,243.1199951171875,244.14999389648438,238.17999267578125,242.82000732421875,242.82000732421875,1205300
2023-09-15 00:00:00+00:00,242.63999938964844,242.63999938964844,232.19000244140625,234.0800018310547,234.0800018310547,2806100
2023-09-18 00:00:00+00:00,233.11000061035156,237.24000549316406,232.80999755859375,236.8300018310547,236.8300018310547,680500
2023-09-19 00:00:00+00:00,235.66000366210938,236.7100067138672,233.11000061035156,236.55999755859375,236.55999755859375,610800
2023-09-20 00:00:00+00:00,237.47000122070312,238.2899932861328,234.19000244140625,234.1999969482422,234.1999969482422,718400
2023-09-21 00:00:00+00:00,231.3000030517578,232.41000366210938,228.52000427246094,228.5800018310547,228.5800018310547,1092800
2023-09-22 00:00:00+00:00,229.6699981689453,233.25,229.6699981689453,230.66000366210938,230.66000366210938,786800
2023-09-25 00:00:00+00:00,230.99000549316406,232.66000366210938,229.4199981689453,231.25,231.25,864300
2023-09-26 00:00:00+00:00,230.61000061035156,230.77999877929688,227.0500030517578,229.25999450683594,229.25999450683594,1058400
2023-09-27 00:00:00+00:00,230.3300018310547,232.3800048828125,227.77000427246094,230.64999389648438,230.64999389648438,1197000
2023-09-28 00:00:00+00:00,230.00999450683594,236.22000122070312,229.22999572753906,234.00999450683594,234.00999450683594,1237200
2023-09-29 00:00:00+00:00,236.67999267578125,239.1199951171875,233.1199951171875,234.3000030517578,234.3000030517578,900700
2023-10-02 00:00:00+00:00,235.44000244140625,237.8699951171875,234.47999572753906,236.49000549316406,236.49000549316406,747100
2023-10-03 00:00:00+00:00,233.6300048828125,237.1199951171875,227.77000427246094,228.69000244140625,228.69000244140625,1076700
2023-10-04 00:00:00+00:00,230.92999267578125,235.77999877929688,230.1699981689453,235.0500030517578,235.0500030517578,832900
2023-10-05 00:00:00+00:00,234.5,235.69000244140625,231.10000610351562,234.77000427246094,234.77000427246094,808200
2023-10-06 00:00:00+00:00,232.8800048828125,244.8800048828125,231.83999633789062,243.9499969482422,243.9499969482422,1415000
2023-10-09 00:00:00+00:00,241.14999389648438,248.72000122070312,240.3000030517578,247.33999633789062,247.33999633789062,1184500
2023-10-10 00:00:00+00:00,248.27000427246094,253.44000244140625,246.17999267578125,249.75,249.75,1657200
2023-10-11 00:00:00+00:00,250.32000732421875,253.97000122070312,250.32000732421875,252.97999572753906,252.97999572753906,1227800
2023-10-12 00:00:00+00:00,254.36000061035156,255.85000610351562,250.6199951171875,252.1999969482422,252.1999969482422,1085400
2023-10-13 00:00:00+00:00,252.97999572753906,253.74000549316406,248.32000732421875,250.25,250.25,1306300
2023-10-16 00:00:00+00:00,251.94000244140625,252.69000244140625,247.5,251.4199981689453,251.4199981689453,1502900
2023-10-17 00:00:00+00:00,248.5800018310547,251.47000122070312,245.8300018310547,250.02000427246094,250.02000427246094,1543800
2023-10-18 00:00:00+00:00,248.82000732421875,251.3000030517578,245.94000244140625,246.55999755859375,246.55999755859375,1437300
2023-10-19 00:00:00+00:00,248.60000610351562,250.24000549316406,243.92999267578125,245.05999755859375,245.05999755859375,1252100
2023-10-20 00:00:00+00:00,245.1300048828125,245.1300048828125,238.02999877929688,238.63999938964844,238.63999938964844,1361400
2023-10-23 00:00:00+00:00,239.0800018310547,242.32000732421875,236.19000244140625,239.9199981689453,239.9199981689453,1346000
2023-10-24 00:00:00+00:00,234.69000244140625,243.94000244140625,232.58999633789062,237.41000366210938,237.41000366210938,2591000
2023-10-25 00:00:00+00:00,237.0399932861328,238.1699981689453,229.69000244140625,231.02999877929688,231.02999877929688,1514500
2023-10-26 00:00:00+00:00,231.1699981689453,235.16000366210938,228.66000366210938,230.44000244140625,230.44000244140625,1721900
2023-10-27 00:00:00+00:00,232.7100067138672,233.27999877929688,229.1199951171875,230.8699951171875,230.8699951171875,1428100
2023-10-30 00:00:00+00:00,232.99000549316406,235.4499969482422,230.64999389648438,233.72000122070312,233.72000122070312,1095700
2023-10-31 00:00:00+00:00,235.14999389648438,240.3000030517578,233.50999450683594,239.85000610351562,239.85000610351562,1618800
2023-11-01 00:00:00+00:00,240.8000030517578,245.72999572753906,240.35000610351562,244.8800048828125,244.8800048828125,1582900
2023-11-02 00:00:00+00:00,247.8800048828125,248.5399932861328,242.1199951171875,244.47999572753906,244.47999572753906,1774300
2023-11-03 00:00:00+00:00,245.94000244140625,251.0,245.4499969482422,249.5399932861328,249.5399932861328,1525400
2023-11-06 00:00:00+00:00,250.11000061035156,250.77999877929688,247.3300018310547,249.77000427246094,249.77000427246094,1173000
2023-11-07 00:00:00+00:00,251.1999969482422,254.5500030517578,249.75999450683594,253.72999572753906,253.72999572753906,1173800
2023-11-08 00:00:00+00:00,255.0,257.4800109863281,253.41000366210938,256.3999938964844,256.3999938964844,1075900
2023-11-09 00:00:00+00:00,256.95001220703125,259.489990234375,255.1300048828125,256.45001220703125,256.45001220703125,1151000
2023-11-10 00:00:00+00:00,258.989990234375,262.4599914550781,257.0,261.55999755859375,261.55999755859375,1754100
2023-11-13 00:00:00+00:00,260.6000061035156,265.44000244140625,259.5799865722656,263.94000244140625,263.94000244140625,1174600
2023-11-14 00:00:00+00:00,268.489990234375,272.989990234375,265.5899963378906,272.6199951171875,272.6199951171875,1684200
2023-11-15 00:00:00+00:00,273.3800048828125,274.32000732421875,264.0799865722656,265.7900085449219,265.7900085449219,2123100
2023-11-16 00:00:00+00:00,265.7900085449219,269.32000732421875,263.260009765625,266.989990234375,266.989990234375,1696700
2023-11-17 00:00:00+00:00,267.8299865722656,269.75,266.3999938964844,268.2699890136719,268.2699890136719,1013300
2023-11-20 00:00:00+00:00,269.5799865722656,270.4599914550781,266.6600036621094,270.25,270.25,1297700
2023-11-21 00:00:00+00:00,270.57000732421875,272.69000244140625,269.1099853515625,270.3900146484375,270.3900146484375,972200
2023-11-22 00:00:00+00:00,271.9100036621094,273.9100036621094,270.17999267578125,270.3500061035156,270.3500061035156,826000
2023-11-24 00:00:00+00:00,269.1099853515625,270.6099853515625,265.7200012207031,270.6099853515625,270.6099853515625,563700
2023-11-27 00:00:00+00:00,270.7300109863281,273.8800048828125,268.2099914550781,271.54998779296875,271.54998779296875,1085400
2023-11-28 00:00:00+00:00,270.55999755859375,273.0,270.2799987792969,270.7200012207031,270.7200012207031,985900
2023-11-29 00:00:00+00:00,273.3900146484375,277.5199890136719,273.3900146484375,275.2099914550781,275.2099914550781,1140400
