Date,Open,High,Low,Close,Adj Close,Volume
2023-08-04 00:00:00+00:00,204.42999267578125,208.88999938964844,201.75,203.55499267578125,202.11236572265625,1595000
2023-08-07 00:00:00+00:00,205.2949981689453,208.7050018310547,200.94000244140625,204.67999267578125,203.22938537597656,1254800
2023-08-08 00:00:00+00:00,203.01499938964844,204.8350067138672,201.3350067138672,204.5500030517578,203.10032653808594,1002200
2023-08-09 00:00:00+00:00,203.22999572753906,204.2949981689453,200.02999877929688,200.72000122070312,199.29745483398438,1362800
2023-08-10 00:00:00+00:00,201.5399932861328,204.8249969482422,200.30499267578125,202.97500610351562,201.53648376464844,935600
2023-08-11 00:00:00+00:00,201.80999755859375,206.22999572753906,201.80999755859375,205.38999938964844,203.9343719482422,1155800
2023-08-14 00:00:00+00:00,205.22999572753906,209.3000030517578,203.47999572753906,207.9949951171875,206.5209197998047,1180000
2023-08-15 00:00:00+00:00,207.5,208.99000549316406,204.36000061035156,204.82000732421875,203.368408203125,1116600
2023-08-16 00:00:00+00:00,206.0449981689453,212.1699981689453,202.64999389648438,203.5500030517578,202.10740661621094,1433600
2023-08-17 00:00:00+00:00,201.52000427246094,205.02000427246094,196.80499267578125,197.0850067138672,195.688232421875,1463400
2023-08-18 00:00:00+00:00,195.30999755859375,197.81500244140625,194.125,196.7449951171875,195.3506317138672,1740200
2023-08-21 00:00:00+00:00,198.47500610351562,204.78500366210938,198.46499633789062,201.55499267578125,200.1265411376953,1448800
2023-08-22 00:00:00+00:00,201.27999877929688,203.07000732421875,199.9199981689453,202.5,201.0648651123047,1425200
2023-08-23 00:00:00+00:00,202.8699951171875,206.7050018310547,200.73500061035156,206.3249969482422,204.8627166748047,1177000
2023-08-24 00:00:00+00:00,206.16000366210938,207.6649932861328,204.2449951171875,204.35000610351562,202.90174865722656,1139600
2023-08-25 00:00:00+00:00,205.35499572753906,206.2550048828125,201.26499938964844,204.52000427246094,203.07054138183594,778400
2023-08-28 00:00:00+00:00,206.47500610351562,210.10000610351562,205.47000122070312,208.19500732421875,206.71949768066406,1053600
2023-08-29 00:00:00+00:00,207.38499450683594,214.6999969482422,206.88499450683594,213.89999389648438,212.38401794433594,1253600
2023-08-30 00:00:00+00:00,213.89999389648438,216.1999969482422,213.2949981689453,215.15499877929688,213.63015747070312,1040000
2023-08-31 00:00:00+00:00,213.11000061035156,215.0050048828125,211.3350067138672,213.68499755859375,212.1705780029297,1694000
2023-09-01 00:00:00+00:00,216.7949981689453,219.02499389648438,214.2899932861328,217.93499755859375,216.39047241210938,1022200
2023-09-05 00:00:00+00:00,216.18499755859375,216.76499938964844,209.1699981689453,211.72000122070312,210.41259765625,1383400
2023-09-06 00:00:00+00:00,211.69500732421875,215.72500610351562,210.1649932861328,211.92999267578125,210.6212921142578,1036400
2023-09-07 00:00:00+00:00,213.48500061035156,218.5399932861328,210.97999572753906,216.375,215.0388641357422,1904600
