Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,ATR_14,RSI_14,MACD,MACD_Signal,ADX_14,DI+_14,DI-_14,CCI_14
2023-10-02 00:00:00+00:00,316.2799987792969,321.8900146484375,315.17999267578125,321.79998779296875,318.76446533203125,20570000,317.9620025634766,326.8946008300781,319.12616324323164,326.8946008300781,343.1485311506492,325.6990005493164,308.2494699479836,6.027074723667612,47.46991100301585,-3.7288885794346243,-2.8606607254484078,25.640434769819134,18.396804800021705,24.611202901567722,-26.215548913526014
2023-10-03 00:00:00+00:00,320.8299865722656,321.3900146484375,311.2099914550781,313.3900146484375,310.4338073730469,21033500,316.4360046386719,326.2602014160156,318.0832271350872,326.3650092151118,342.53467022784906,324.69100189208984,306.8473335563306,6.361214327123131,39.094604050920616,-3.9731843359411414,-3.0831654475469548,25.491128591429145,16.1540431231235,26.181045208365024,-59.17192287275193
2023-10-04 00:00:00+00:00,314.0299987792969,320.0400085449219,314.0,318.9599914550781,315.9512634277344,20720100,316.2550048828125,325.61980102539064,318.242638829631,326.07461636177715,341.5909034160356,323.9950012207031,306.3990990253706,6.382323443849808,45.90236163689017,-3.6749770570510805,-3.20152776944778,25.353896915083045,14.92369709393522,24.187009116805896,-26.18204352223098
2023-10-05 00:00:00+00:00,319.0899963378906,319.9800109863281,314.8999938964844,319.3599853515625,316.3474426269531,16965600,316.2380035400391,325.25160095214846,318.44579274270944,325.81129749863146,340.9546947299326,323.4675003051758,305.980305880419,6.287286496973858,46.365993434389544,-3.3675504501435967,-3.234732305586944,25.22766526679615,14.043747764494798,22.760865023989112,-8.493636041117242
2023-10-06 00:00:00+00:00,316.54998779296875,329.19000244140625,316.29998779296875,327.260009765625,324.1729736328125,25645500,317.26300354003905,325.1824011230469,320.0483776559668,325.86810974439595,339.9944550577373,323.11700134277345,306.2395476278096,6.768381965996548,54.635358143112335,-2.4581111273689658,-3.079408069943349,23.763350734463177,22.00974324913063,19.602479325110032,118.03468856501696
2023-10-09 00:00:00+00:00,324.75,330.29998779296875,323.17999267578125,329.82000732421875,326.7088317871094,19891200,318.4910034179687,325.0114013671875,321.82503759564895,326.02308612007533,338.4980496395792,322.71100158691405,306.9239535342489,6.793964901971532,56.95160412737916,-1.5133584495537775,-2.7661981458654346,22.626588561602734,21.520212332583075,18.107784004482827,185.62335834222645
2023-10-10 00:00:00+00:00,330.9599914550781,331.1000061035156,327.6700134277344,328.3900146484375,325.2923278808594,20557100,320.1160034179687,324.86080139160157,323.01866978706505,326.1159068466778,338.0066021580301,322.54200286865233,307.0774035792746,6.549531604530665,55.25447989941168,-0.8699948447801944,-2.3869574856483866,21.734320791145375,21.588859748064287,17.418725303652675,177.2737645314248
2023-10-11 00:00:00+00:00,331.2099914550781,332.82000732421875,329.1400146484375,332.4200134277344,329.2843322753906,20063200,322.07900390625,324.78240173339844,324.72800499445947,326.36312671260157,337.25930293321284,322.36000366210936,307.4607043910059,6.39571119029975,58.96565121484671,-0.034539185201424516,-1.9164738255589941,21.24449940117015,22.45534052779417,16.54313062526457,160.85329989695543
2023-10-12 00:00:00+00:00,330.57000732421875,333.6300048828125,328.7200012207031,331.1600036621094,328.0362243652344,19313100,323.8310028076172,324.8556018066406,325.89745929766855,326.5512395341509,335.52956832095447,321.9830032348633,308.43643814877214,6.288012766028471,57.36368926377624,0.5199001016574698,-1.4291990401157013,20.948547407617585,22.11807009043294,15.606729071799146,120.5430975346804
2023-10-13 00:00:00+00:00,332.3800048828125,333.8299865722656,326.3599853515625,327.7300109863281,324.6385803222656,21072400,325.02900390625,324.877001953125,326.2306505137885,326.59746586560885,335.1432098762126,321.8585037231445,308.5737975700764,6.3736038806102755,53.13200490232752,0.6747474194856977,-1.0084097481954217,20.049428059950415,20.240923099736747,16.963494929025927,82.65411696759429
