Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,ATR_14,RSI_14,MACD,MACD_Signal,ADX_14,DI+_14,DI-_14,CCI_14,OBV,Stochastic_K,Stochastic_D
2023-10-13 00:00:00+00:00,611.3400268554688,612.2000122070312,597.3400268554688,599.75,593.45361328125,1098500,593.8909973144531,628.4386010742187,598.0913424740864,628.4386010742187,612.2728980711728,589.6095001220704,566.9461021729679,15.869457520092968,47.86466100341715,-6.852283980065977,-12.554024191434285,27.986402578141917,28.594392028380277,25.814958785770802,86.84554178849318,-1221000,59.395245970959884,81.87527186145547
2023-10-16 00:00:00+00:00,601.0399780273438,606.0499877929688,598.0,603.7999877929688,597.4609985351562,1154100,596.0529968261719,626.9538012695313,599.1292779866105,627.4723809455422,613.1583592630053,589.9130004882812,566.6676417135571,15.29684314387633,49.603460399589004,-5.843041417388918,-11.211827636625213,26.239697094540883,27.492448800659655,24.820126687937297,71.98074818502377,-66900,66.1239178910372,71.05831110047494
2023-10-17 00:00:00+00:00,590.8900146484375,610.3499755859375,586.9400024414062,608.6300048828125,602.2404174804688,1535700,599.8559997558593,625.2580017089844,600.856682876829,626.7334642371999,615.2573908636925,590.6559997558594,566.0546086480263,15.889894129378327,51.673516475925794,-4.600436434706921,-9.889549396241556,24.64289509566058,24.531731552268912,27.235086155677898,57.55125109728474,1468800,74.14853476083326,66.55589954094344
2023-10-18 00:00:00+00:00,581.780029296875,591.7899780273438,573.8599853515625,583.25,577.1268920898438,2401700,599.0950012207031,623.3356018066406,597.6554678083146,625.028230345545,615.136557218835,590.3244995117187,565.5124418046024,17.267687817713966,41.92784710926329,-5.599074670440132,-9.03145445108127,23.971548826536957,20.92695569145582,28.760884425478366,-71.18353910307796,-932900,27.693384012711526,55.988612221527326
2023-10-19 00:00:00+00:00,600.4400024414062,604.5399780273438,584.8599853515625,587.72998046875,581.5597534179688,1475500,599.6989990234375,621.6404016113281,595.8508337465755,623.5655538797884,615.1652718976014,590.6049987792969,566.0447256609924,17.560764490046488,43.93778667138557,-5.960299066508242,-8.417223374166666,22.441814113553047,24.368574740018612,26.22025173734407,-7.928088805767309,542600,35.6057486455196,45.815889139688124
2023-10-20 00:00:00+00:00,588.9500122070312,592.2899780273438,578.2999877929688,580.0999755859375,574.0098266601562,1035000,597.972998046875,619.686201171875,592.9870413537323,621.8610213976765,615.201563283996,590.2549987792969,565.3084342745977,17.30095939215823,41.31503839024998,-6.784047355315806,-8.090588170396494,21.42862051862144,22.93486040619912,27.436385576479136,-68.7927168413639,-492400,22.129935256591303,28.476355971607475
2023-10-23 00:00:00+00:00,577.6099853515625,593.510009765625,573.8599853515625,587.7899780273438,581.6192016601562,905100,597.6149963378906,618.2064001464844,592.0421207489344,620.5249020498203,615.2401193543644,590.3379974365234,565.4358755186825,17.47164739746835,44.88585738271118,-6.738675622100573,-7.82020566073731,20.75612013997991,21.0605854424106,27.040772521211274,-70.15252699222127,412700,27.67730567409687,28.470996525402587
2023-10-24 00:00:00+00:00,590.6199951171875,602.760009765625,589.6300048828125,600.75,594.443115234375,1333900,597.4749938964844,616.890400390625,593.6253715218554,619.7494156949253,615.6520461876778,591.7399963378906,567.8279464881034,17.290098688113083,50.3670497668834,-5.592486037037929,-7.374661735997434,19.47167943689347,23.61980316283454,25.341680413001743,18.65788550171671,1746600,53.42739025984499,34.41154373017772
2023-10-25 00:00:00+00:00,597.4500122070312,598.1900024414062,581.5700073242188,583.3400268554688,577.2158813476562,1322700,595.1899963378906,615.5232006835937,591.7553088552396,618.3215965247506,615.1126847681464,592.1804962158203,569.2483076634942,17.42709644887663,44.03190540420634,-6.0195719857742915,-7.103643785952806,18.782926771923396,21.735391855511157,26.672528146300746,-64.45542860555057,423900,18.835760550177238,33.31348549470636
2023-10-26 00:00:00+00:00,593.0999755859375,599.0,585.5700073242188,588.2000122070312,582.02490234375,1093000,592.3339965820312,614.3584008789062,591.108891282838,617.1403579240557,614.9609807466795,592.5579956054687,570.1550104642579,17.299134071051174,46.07107482582061,-5.897893233967125,-6.862493675555671,18.0864205661941,20.64966470411645,24.924106084369043,-37.75864510809264,1516900,28.491996793624114,33.58504920121545
