Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,ATR_14,RSI_14,MACD,MACD_Signal,ADX_14,DI+_14,DI-_14,CCI_14
2023-08-01 00:00:00+00:00,196.2400054931641,196.72999572753903,195.27999877929688,195.6100006103516,194.1381072998047,35175100,,,,,,,,,,,,,,,
2023-08-02 00:00:00+00:00,195.0399932861328,195.17999267578125,191.8500061035156,192.5800018310547,191.13088989257807,50389300,,,,,,,,,,,,,,,
2023-08-03 00:00:00+00:00,191.57000732421875,192.3699951171875,190.69000244140625,191.1699981689453,189.7314910888672,61235200,,,,,,,,,,,,,,,
2023-08-04 00:00:00+00:00,185.5200042724609,187.3800048828125,181.9199981689453,181.9900054931641,180.6205902099609,115799700,,,,,,,,,,,,,,,
2023-08-07 00:00:00+00:00,182.1300048828125,183.1300048828125,177.35000610351562,178.85000610351562,177.5042266845703,97576100,,,,,,,,,,,,,,,
2023-08-08 00:00:00+00:00,179.69000244140625,180.2700042724609,177.5800018310547,179.8000030517578,178.44705200195312,67823000,,,,,,,,,,,,,,,
2023-08-09 00:00:00+00:00,180.8699951171875,180.92999267578125,177.00999450683594,178.19000244140625,176.84918212890625,60378500,,,,,,,,,,,,,,,
2023-08-10 00:00:00+00:00,179.47999572753906,180.75,177.60000610351562,177.97000122070312,176.63084411621094,54686900,,,,,,,,,,,,,,,
2023-08-11 00:00:00+00:00,177.32000732421875,178.6199951171875,176.5500030517578,177.7899932861328,176.69046020507812,51988100,,,,,,,,,,,,,,,
2023-08-14 00:00:00+00:00,177.97000122070312,179.69000244140625,177.30999755859375,179.4600067138672,178.3501434326172,43675600,183.34100189208985,,183.34100189208985,,,,,,,,,,,,
2023-08-15 00:00:00+00:00,178.8800048828125,179.47999572753906,177.0500030517578,177.4499969482422,176.35255432128906,43622600,181.5250015258789,,182.26991008411756,,,,,,,,,,,,
2023-08-16 00:00:00+00:00,177.1300048828125,178.5399932861328,176.5,176.57000732421875,175.47799682617188,46964900,179.92400207519532,,181.2335641277723,,,,,,,,,,,,
2023-08-17 00:00:00+00:00,177.13999938964844,177.50999450683594,173.47999572753906,174.0,172.9239044189453,66062900,178.20700225830078,,179.9183706499955,,,,,,,,,,,,
2023-08-18 00:00:00+00:00,172.3000030517578,175.10000610351562,171.9600067138672,174.49000549316406,173.410888671875,61114200,177.45700225830078,,178.93139516693523,,,,,,,,,,,,-93.71566689768868
2023-08-21 00:00:00+00:00,175.07000732421875,176.1300048828125,173.74000549316406,175.83999633789062,174.75253295898438,46311900,177.15600128173827,,178.36932265256348,,,,,3.2826509991457624,21.149053756594583,,,,7.190045682177845,44.37382940605002,-79.41151425279106
2023-08-22 00:00:00+00:00,177.05999755859375,177.67999267578125,176.25,177.22999572753906,176.13392639160156,42084200,176.8990005493164,,178.16217230255904,,,,,3.1290732047312835,27.78446713048344,,,,12.013208998488247,41.59607281096693,-46.05649602440939
2023-08-23 00:00:00+00:00,178.52000427246094,181.5500030517578,178.3300018310547,181.1199951171875,179.99986267089844,52722800,177.19199981689454,,178.6999582688551,,,,,3.2515636867123483,42.394323934284714,,,,22.613109927188514,35.912006262411666,82.09561114228583
2023-08-24 00:00:00+00:00,180.6699981689453,181.1000061035156,176.00999450683594,176.3800048828125,175.28919982910156,54945800,177.03300018310546,,178.2781485623019,,,,,3.43688495054348,33.500650538279054,,,,19.26041776366966,37.318921160127964,7.204698879825088
