Date,Open,High,Low,Close,Adj Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower,ATR_14,RSI_14,MACD,MACD_Signal,ADX_14,DI+_14,DI-_14,CCI_14,OBV,Stochastic_K,Stochastic_D
2023-10-13 00:00:00+00:00,140.64999389648438,141.33999633789062,137.97000122070312,138.5800018310547,138.08384704589844,19438700,137.8729995727539,134.19580078125,138.0703341236181,134.19580078125,142.78149433929735,135.5890007019043,128.39650706451124,2.9392956389060076,56.18634349728856,1.6785149918051445,1.1899596832588784,21.4065108459025,22.300565574471836,14.954888466004025,73.25114383879989,62177400,73.2205609727772,84.92847509589521
2023-10-16 00:00:00+00:00,139.72999572753906,140.90499877929688,139.32000732421875,140.49000549316406,139.9870147705078,17345600,138.40500030517578,134.4348010253906,138.51027437262644,134.44263233857995,143.03026737495824,135.66550064086914,128.30073390678004,2.894310969377205,59.938438516137204,1.77680418165545,1.3073285829381929,21.27752299663311,20.988734183927196,14.075166735795722,80.54401933051786,79523000,85.46154315655048,81.31778092285838
2023-10-17 00:00:00+00:00,140.02999877929688,141.25,138.5290069580078,140.99000549316406,140.4852294921875,17424000,139.17400054931642,134.6158010864258,138.96113457636054,134.6993920701323,143.3801025433515,135.77350082397462,128.16689910459772,2.881641830877939,60.882830386513,1.8734489408639945,1.420552654523353,20.632270443841506,19.540038134880877,15.110167936151845,71.94487566666896,96947000,88.10950299954575,82.26386904295781
2023-10-18 00:00:00+00:00,140.75,141.99000549316406,138.7050018310547,139.27999877929688,138.78134155273438,18304900,139.475,134.7646011352539,139.0191098859853,134.8790237057858,143.74230101112147,136.00800094604492,128.27370088096836,2.9110775138173692,56.019063972012944,1.7914071318344043,1.4947235499855633,20.4023566015743,19.78599494489492,13.865851906308142,58.36786678968523,78642100,71.97100553510626,81.84735056373415
2023-10-19 00:00:00+00:00,139.8000030517578,141.0050048828125,138.60000610351562,138.97999572753906,138.482421875,21831200,139.7739990234375,134.941201171875,139.01199822081327,135.03984613801143,143.91791320059284,136.3890007019043,128.86008820321578,2.8742030309428057,55.18611152195989,1.6827825977612179,1.5323353595406943,20.116745304734323,18.57967318734262,13.286643983007224,38.90138441198455,56810900,67.03821279164029,75.70624044209742
2023-10-20 00:00:00+00:00,138.58999633789062,139.0399932861328,136.2449951171875,136.74000549316406,136.2504425048828,24953900,139.575,135.07180114746095,138.59890863396797,135.10651905389977,143.81373852783457,136.6635009765625,129.5132634252904,2.8684401836018405,49.292635307583865,1.3998122164972244,1.5058307309320005,18.83014108116424,17.26245088890387,18.31822441532085,-43.000909547851286,31857000,41.03504495478997,60.01475442717882
2023-10-23 00:00:00+00:00,136.22999572753906,139.02000427246094,135.11000061035156,137.89999389648438,137.4062957763672,20780700,139.41499938964844,135.22640106201172,138.47183322715276,135.21606708694233,143.81039710579282,136.95000076293945,130.0896044200861,2.9441223766840063,52.1428698463814,1.2546941868088197,1.4556034221073646,18.22572185364068,15.59661686892085,19.35171907086006,-63.30638327634302,52637700,49.94407959791867,52.67244578144963
2023-10-24 00:00:00+00:00,139.16000366210938,140.7100067138672,138.75,140.1199951171875,139.6183319091797,26535200,139.50699920654296,135.39220092773436,138.7714990253409,135.4083779900892,143.54042322074136,137.4835006713867,131.42657812203205,2.9343896995983316,57.111479430688576,1.3037933300228985,1.4252414036904715,17.006964762074087,18.692377419421756,18.0068418392919,40.93299766043805,79172900,71.4825375982194,54.153887383642676
2023-10-25 00:00:00+00:00,129.77000427246094,130.10000610351562,126.08999633789062,126.66999816894533,126.21649169921876,58796100,138.00399932861328,135.32020080566406,136.57122614235988,135.06569642847575,144.49567179855367,137.24400024414064,129.9923286897276,3.7387065597741302,34.047725943718476,0.2544690465841484,1.1910869322692068,19.228120880025795,13.607542946891204,37.654929509683356,-359.5414337877131,20376800,3.5604759166041515,41.66236437091407
2023-10-26 00:00:00+00:00,124.47000122070312,125.45999908447266,122.31999969482422,123.44000244140624,122.99805450439452,33907400,136.31900024414062,135.20680084228516,134.18373092400466,134.6097868603554,146.05320005056552,136.7595001220703,127.4658001935751,3.782971929775739,30.828017010721044,-0.8282145274987158,0.7872266403156224,21.801900880936035,12.474487541794511,41.73597198166756,-267.41743133568957,-13530600,5.583262497123694,26.875425337315743
2023-10-27 00:00:00+00:00,124.02999877929688,124.44000244140624,121.45999908447266,123.4000015258789,122.95819854736328,37367700,134.80100021362304,135.0656007385254,132.22305285161815,134.17018743547396,147.13206574903086,136.33699989318848,125.5419340373461,3.72488388577573,30.789185939160134,-1.6702235029903534,0.29573661165442733,24.286438965221436,11.752524555704253,40.990717943163816,-178.6415802356667,-50898300,9.273431662051468,6.1390566919264336
2023-10-30 00:00:00+00:00,124.45999908447266,126.5500030517578,123.87999725341795,125.75,125.2997817993164,24165600,133.32699966430664,135.01840072631836,131.04613415132394,133.83998400663185,147.60442483306485,135.86599998474122,124.12757513641758,3.683333903940275,35.89764701776706,-2.1234189929414526,-0.18809450926474866,25.69743544163605,15.166410990771707,38.457065416075864,-111.86219021273264,-26732700,20.506690853153525,11.78779500410956
2023-10-31 00:00:00+00:00,126.2699966430664,126.55999755859376,123.9250030517578,125.3000030517578,124.85140228271484,21123400,131.75799942016602,134.9458009338379,130.00138304231191,133.5050827927152,148.04223980852356,135.46599998474122,122.88976016095887,3.607628645258815,35.35944143430111,-2.4901853699089145,-0.6485126813935819,26.9973494708321,14.386463453128131,36.428644084063315,-90.92247806652657,-47856100,18.355654411863856,16.04525897568961
2023-11-01 00:00:00+00:00,125.33999633789062,127.73999786376952,124.9250030517578,127.56999969482422,127.11327362060548,26536600,130.58699951171874,134.90340087890624,129.5593133427687,133.27233443593516,148.05962158802257,135.03099975585937,122.00237792369619,3.5504339730037233,40.227792011626214,-2.5680774103093427,-1.032425627176734,27.697666635923984,15.961590608263245,34.34452690004766,-63.748270133212884,-21319500,29.76131857301752,22.874554612678295
2023-11-02 00:00:00+00:00,129.55999755859375,130.08999633789062,128.11000061035156,128.5800018310547,128.11965942382812,24091700,129.5470001220703,134.81080078125,129.38125670427522,133.08832139260653,147.97721995530773,134.6604995727539,121.34377919020008,3.476134113706608,42.3096989398737,-2.519268127273506,-1.3297941271960885,27.417855936659464,20.00182788380913,32.54926677599833,-35.812024611545446,2772200,34.68095725273504,27.599310079205466
2023-11-03 00:00:00+00:00,129.08999633789062,130.72999572753906,129.00999450683594,130.3699951171875,129.9032440185547,19517900,128.90999908447264,134.80980072021484,129.5610273248047,132.98172036219796,147.54684738611647,134.24249954223632,120.93815169835617,3.380577201035979,45.90575821991692,-2.309526140505227,-1.5257405298579163,26.919180177815807,20.449356779171545,31.057639753414186,-18.855112767526542,22290100,43.39986970945506,35.9473818450692
2023-11-06 00:00:00+00:00,130.22000122070312,131.55999755859375,129.92999267578125,131.4499969482422,130.97938537597656,15360400,128.26499938964844,134.82500061035157,129.90447634724788,132.92165277733696,146.96969847205094,133.83999938964843,120.71030030724593,3.254516378596471,48.0114253643653,-2.032724994656718,-1.6271374228176767,26.143808503639047,21.54832989924635,29.937503195561575,-1.8650308335848704,37650500,48.66047123852943,42.24709940023984
2023-11-07 00:00:00+00:00,131.97999572753906,133.27999877929688,131.13999938964844,132.39999389648438,131.92596435546875,19223800,127.49299926757813,134.83720062255858,130.35820681074543,132.90119556632314,146.4071835147349,133.49999923706054,120.59281495938617,3.1743054006225004,49.86028091340374,-1.71690981050358,-1.6450919003548576,24.801331933308518,24.402489742427374,28.48496474630131,23.32641085083078,56874300,55.973351580898296,49.344564176294256
2023-11-08 00:00:00+00:00,132.36000061035156,133.5399932861328,132.16000366210938,133.25999450683594,132.7828826904297,15093600,128.1519989013672,134.79260040283202,130.88580457367095,132.91526611300992,145.42492575797164,133.07799911499023,120.73107247200883,3.045239583941408,51.54038527829641,-1.3813063006062691,-1.5923347804051402,23.465496485746122,24.221184362031988,27.55646369669551,44.53012933388041,71967900,61.29865322414122,55.31082534785631
2023-11-09 00:00:00+00:00,133.36000061035156,133.9600067138672,131.50999450683594,131.69000244140625,131.21852111816406,17976500,128.97699890136718,134.68780059814452,131.03202236780464,132.86721655726078,144.55134927231862,132.64799957275392,120.74464987318922,3.0024461263404656,48.35488188599535,-1.2278692276941285,-1.5194416698629378,22.438874093216445,22.800221001180073,27.496295120774363,44.492905139674264,53991400,53.142853519250046,56.80495277476319
2023-11-10 00:00:00+00:00,131.52999877929688,134.27000427246094,130.8699951171875,134.05999755859375,133.5800323486328,20872900,130.04299850463866,134.6220004272461,131.58256331158447,132.91399228280324,144.034339656754,132.42199935913087,120.80965906150772,3.031015337751539,53.07022756995009,-0.9046027455207195,-1.3964738849944942,21.69706030400954,20.96231510438133,26.79718552058928,66.34299588465099,74864300,65.45451158617229,59.965339443187844
